Plot,Year,Tree,Browsed,SummerBrowse,New,Height,CAG,DBH,Laser
31,2006,10,1,,0,42,20,,
31,2006,11,1,,0,47,17,,
31,2006,12,1,,0,24,4,,
31,2006,13,1,,0,41,28,,
31,2006,14,1,,0,76,46,,
31,2006,15,1,,0,40,20,,
31,2006,16,1,,0,102,35,,
31,2006,17,1,,0,24,11,,
31,2006,18,1,,0,65,13,,
31,2006,19,1,,0,69,10,,
31,2006,20,1,,0,71,40,,
31,2006,21,1,,0,54,30,,
31,2006,22,1,,0,97,60,,
31,2006,23,1,,0,60,31,,
31,2006,24,0,,0,66,36,,
31,2006,25,0,,0,21,21,,
31,2006,26,,,1,30,,,
31,2006,27,,,1,25,,,
31,2006,28,,,1,17,,,
32,2006,1,1,,0,64,40,,
32,2006,2,1,,0,22,18,,
32,2006,3,1,,0,89,59,,
32,2006,4,1,,0,50,43,,
32,2006,5,1,,0,74,51,,
32,2006,6,1,,0,54,37,,
32,2006,7,1,,0,54,33,,
32,2006,8,1,,0,38,19,,
32,2006,9,1,,0,102,64,,
32,2006,10,1,,0,64,52,,
32,2006,11,1,,0,42,13,,
32,2006,12,0,,0,40,11,,
32,2006,13,0,,0,36,13,,
32,2006,14,0,,0,22,5,,
32,2006,15,0,,0,37,17,,
32,2006,16,0,,0,64,41,,
32,2006,17,0,,0,19,17,,
32,2006,18,0,,0,19,6,,
32,2006,19,0,,0,39,31,,
32,2006,20,0,,0,65,32,,
32,2006,21,0,,0,83,55,,
32,2006,22,0,,0,36,,,
32,2006,23,,,1,41,,,
32,2006,24,,,1,32,,,
32,2006,25,,,1,19,,,
32,2006,26,,,1,32,,,
32,2006,27,,,1,31,,,
32,2006,28,,,1,52,,,
32,2006,29,,,1,45,,,
32,2006,30,,,1,17,,,
32,2006,31,,,1,8,,,
32,2006,32,,,1,25,,,
32,2006,33,,,1,23,,,
32,2006,34,,,1,40,,,
33,2006,1,1,,0,28,24,,
33,2006,2,1,,0,68,46,,
33,2006,3,1,,0,66,50,,
33,2006,4,1,,0,59,42,,
33,2006,5,1,,0,81,38,,
33,2006,6,1,,0,82,37,,
33,2006,7,1,,0,64,38,,
33,2006,8,1,,0,84,48,,
33,2006,9,1,,0,90,50,,
33,2006,10,1,,0,78,40,,
33,2006,11,1,,0,64,24,,
33,2006,12,1,,0,49,27,,
33,2006,13,1,,0,46,28,,
33,2006,14,1,,0,62,27,,
33,2006,15,1,,0,101,60,,
33,2006,16,1,,0,62,31,,
33,2006,17,1,,0,103,63,,
33,2006,18,1,,0,110,80,,
33,2006,19,1,,0,49,16,,
33,2006,20,1,,0,39,14,,
33,2006,21,1,,0,78,31,,
33,2006,22,1,,0,84,37,,
33,2006,23,1,,0,59,22,,
33,2006,24,1,,0,70,15,,
33,2006,25,0,,0,32,28,,
33,2006,26,0,,0,64,34,,
33,2006,27,0,,0,57,30,,
33,2006,28,0,,0,70,46,,
33,2006,29,0,,0,78,32,,
33,2006,30,0,,0,48,28,,
33,2006,31,0,,0,51,18,,
33,2006,32,0,,0,48,30,,
33,2006,33,0,,0,29,11,,
33,2006,34,0,,0,56,29,,
33,2006,35,,,1,13,,,
33,2006,36,,,1,14,,,
33,2006,37,,,1,18,,,
33,2006,38,,,1,15,,,
34,2006,0,,,,,,,
35,2006,1,1,,0,60,54,,
35,2006,2,,,1,54,,,
36,2006,1,1,,0,62,24,,
37,2006,1,1,,0,72,54,,
37,2006,2,1,,0,65,65,,
37,2006,3,1,,0,79,49,,
37,2006,4,1,,0,26,8,,
37,2006,5,1,,0,66,37,,
37,2006,6,0,,0,64,36,,
37,2006,7,0,,0,44,14,,
37,2006,8,,,1,26,,,
37,2006,9,,,1,24,,,
38,2006,1,1,,0,83,74,,
38,2006,2,1,,0,52,36,,
38,2006,3,1,,0,63,57,,
38,2006,4,1,,0,74,49,,
38,2006,5,1,,0,32,24,,
38,2006,6,1,,0,35,28,,
38,2006,7,1,,0,69,47,,
38,2006,8,1,,0,83,59,,
38,2006,9,1,,0,71,31,,
38,2006,10,1,,0,27,21,,
38,2006,11,1,,0,47,20,,
38,2006,12,1,,0,61,45,,
38,2006,13,1,,0,80,51,,
38,2006,14,1,,0,48,32,,
38,2006,15,1,,0,41,31,,
38,2006,16,1,,0,40,24,,
38,2006,17,1,,0,48,48,,
38,2006,18,1,,0,24,20,,
38,2006,19,1,,0,33,15,,
38,2006,20,1,,0,65,45,,
38,2006,21,1,,0,74,52,,
38,2006,22,1,,0,110,78,,
38,2006,23,1,,0,79,48,,
38,2006,24,1,,0,101,70,,
38,2006,25,1,,0,83,66,,
38,2006,26,1,,0,49,39,,
38,2006,27,1,,0,62,44,,
38,2006,28,1,,0,68,38,,
38,2006,29,1,,0,67,43,,
38,2006,30,1,,0,100,72,,
38,2006,31,1,,0,117,85,,
38,2006,32,1,,0,48,35,,
38,2006,33,1,,0,94,68,,
38,2006,34,1,,0,62,38,,
38,2006,35,1,,0,44,18,,
38,2006,36,1,,0,62,34,,
38,2006,37,1,,0,92,65,,
38,2006,38,1,,0,61,35,,
38,2006,39,1,,0,43,36,,
38,2006,40,0,,0,22,21,,
38,2006,41,0,,0,24,4,,
38,2006,42,0,,0,54,50,,
38,2006,43,0,,0,106,68,,
39,2006,1,1,,0,60,47,,
39,2006,2,1,,0,47,40,,
39,2006,3,1,,0,14,10,,
39,2006,4,1,,0,22,10,,
39,2006,5,1,,0,26,13,,
39,2006,6,1,,0,28,17,,
39,2006,7,1,,0,48,32,,
39,2006,8,1,,0,48,37,,
39,2006,9,1,,0,36,8,,
39,2006,10,1,,0,44,23,,
39,2006,11,1,,0,92,61,,
39,2006,12,1,,0,31,31,,
39,2006,13,1,,0,42,34,,
39,2006,14,1,,0,32,26,,
39,2006,15,1,,0,50,15,,
39,2006,16,1,,0,62,33,,
39,2006,17,1,,0,41,29,,
39,2006,18,1,,0,30,12,,
39,2006,19,,,1,14,,,
39,2006,20,,,1,9,,,
39,2006,21,,,1,17,,,
39,2006,22,,,1,15,,,
39,2006,23,,,1,22,,,
39,2006,24,,,1,21,,,
39,2006,25,,,1,8,,,
39,2006,26,,,1,52,,,
39,2006,27,,,1,32,,,
39,2006,28,,,1,29,,,
39,2006,29,,,1,24,,,
39,2006,30,,,1,36,,,
39,2006,31,,,1,11,,,
40,2006,1,1,,0,39,27,,
40,2006,2,1,,0,78,57,,
40,2006,3,1,,0,65,20,,
40,2006,4,1,,0,55,38,,
40,2006,5,1,,0,17,36,,
40,2006,6,1,,0,89,38,,
40,2006,7,1,,0,46,8,,
40,2006,8,1,,0,140,91,,
40,2006,9,1,,0,130,87,,
40,2006,10,1,,0,116,73,,
40,2006,11,1,,0,91,74,,
40,2006,12,1,,0,73,48,,
40,2006,13,1,,0,42,17,,
40,2006,14,1,,0,34,22,,
40,2006,15,1,,0,56,38,,
40,2006,16,1,,0,52,22,,
40,2006,17,1,,0,68,55,,
40,2006,18,0,,0,32,6,,
40,2006,19,0,,0,38,18,,
40,2006,20,,,1,22,,,
40,2006,21,,,1,23,,,
40,2006,22,,,1,36,,,
40,2006,23,,,1,17,,,
40,2006,24,,,1,32,,,
41,2006,1,1,,0,65,44,,
41,2006,2,1,,0,81,61,,
41,2006,3,1,,0,85,61,,
41,2006,4,1,,0,78,66,,
41,2006,5,1,,0,48,43,,
41,2006,6,1,,0,62,27,,
41,2006,7,1,,0,28,17,,
41,2006,8,1,,0,55,51,,
41,2006,9,1,,0,57,26,,
41,2006,10,1,,0,48,29,,
41,2006,11,1,,0,39,22,,
41,2006,12,1,,0,39,15,,
41,2006,13,1,,0,34,20,,
41,2006,14,1,,0,26,10,,
41,2006,15,1,,0,44,22,,
41,2006,16,0,,0,74,69,,
41,2006,17,0,,0,58,37,,
41,2006,18,0,,0,23,3,,
41,2006,19,,,1,59,,,
41,2006,20,,,1,11,,,
42,2006,1,1,,0,65,21,,
42,2006,2,1,,0,37,25,,
42,2006,3,1,,0,42,26,,
42,2006,4,1,,0,72,43,,
42,2006,5,1,,0,59,37,,
42,2006,6,1,,0,46,25,,
42,2006,7,1,,0,58,16,,
42,2006,8,1,,0,66,25,,
42,2006,9,1,,0,116,66,,
42,2006,10,1,,0,55,32,,
42,2006,11,1,,0,97,59,,
42,2006,12,0,,0,72,53,,
42,2006,13,0,,0,60,48,,
42,2006,14,0,,0,40,29,,
43,2006,1,1,,0,49,16,,
43,2006,2,1,,0,42,11,,
43,2006,3,1,,0,70,31,,
43,2006,4,1,,0,51,26,,
43,2006,5,1,,0,42,15,,
43,2006,6,1,,0,61,31,,
43,2006,7,1,,0,48,24,,
43,2006,8,1,,0,78,40,,
43,2006,9,1,,0,52,23,,
43,2006,10,1,,0,61,26,,
43,2006,11,1,,0,85,60,,
43,2006,12,1,,0,77,44,,
43,2006,13,1,,0,95,53,,
43,2006,14,1,,0,80,47,,
43,2006,15,1,,0,74,58,,
43,2006,16,1,,0,75,65,,
43,2006,17,1,,0,41,22,,
43,2006,18,1,,0,43,22,,
43,2006,19,1,,0,72,38,,
43,2006,20,1,,0,46,14,,
43,2006,21,1,,0,56,30,,
43,2006,22,1,,0,47,20,,
43,2006,23,1,,0,64,35,,
43,2006,24,1,,0,96,47,,
43,2006,25,1,,0,49,27,,
43,2006,26,1,,0,65,34,,
43,2006,27,1,,0,91,38,,
43,2006,28,1,,0,73,56,,
43,2006,29,1,,0,88,40,,
43,2006,30,1,,0,61,25,,
43,2006,31,1,,0,76,32,,
43,2006,32,1,,0,77,42,,
43,2006,33,1,,0,51,44,,
43,2006,34,1,,0,52,24,,
43,2006,35,1,,0,49,34,,
43,2006,36,1,,0,31,18,,
43,2006,37,1,,0,30,25,,
43,2006,38,1,,0,48,31,,
43,2006,39,1,,0,32,12,,
43,2006,40,1,,0,77,55,,
43,2006,41,1,,0,85,37,,
43,2006,42,1,,0,60,30,,
43,2006,43,1,,0,49,12,,
43,2006,44,1,,0,55,23,,
43,2006,45,1,,0,55,30,,
43,2006,46,1,,0,44,22,,
43,2006,47,1,,0,49,40,,
43,2006,48,1,,0,42,31,,
43,2006,49,1,,0,60,40,,
43,2006,50,1,,0,48,22,,
43,2006,51,1,,0,50,26,,
43,2006,52,1,,0,89,66,,
43,2006,53,1,,0,26,10,,
43,2006,54,1,,0,44,27,,
43,2006,55,1,,0,71,47,,
43,2006,56,1,,0,71,58,,
43,2006,57,1,,0,69,49,,
43,2006,58,1,,0,46,26,,
43,2006,59,1,,0,38,12,,
43,2006,60,1,,0,70,50,,
43,2006,61,1,,0,70,57,,
43,2006,62,1,,0,46,27,,
43,2006,63,1,,0,82,54,,
43,2006,64,1,,0,34,32,,
43,2006,65,1,,0,91,60,,
43,2006,66,1,,0,73,49,,
43,2006,67,1,,0,38,19,,
43,2006,68,1,,0,64,38,,
43,2006,69,1,,0,71,54,,
43,2006,70,1,,0,73,49,,
43,2006,71,1,,0,84,50,,
43,2006,72,1,,0,49,33,,
43,2006,73,1,,0,73,44,,
43,2006,74,0,,0,32,4,,
43,2006,75,0,,0,46,35,,
43,2006,76,0,,0,50,28,,
43,2006,77,0,,0,51,16,,
43,2006,78,0,,0,66,38,,
43,2006,79,0,,0,56,35,,
43,2006,80,0,,0,38,24,,
43,2006,81,0,,0,54,43,,
43,2006,82,0,,0,39,31,,
43,2006,83,,,1,29,,,
43,2006,84,,,1,19,,,
43,2006,85,,,1,46,,,
43,2006,86,,,1,36,,,
44,2006,1,1,,0,39,23,,
44,2006,2,1,,0,36,17,,
44,2006,3,1,,0,33,20,,
44,2006,4,1,,0,27,16,,
44,2006,5,1,,0,38,22,,
44,2006,6,1,,0,77,59,,
44,2006,7,0,,0,46,14,,
44,2006,8,,,1,24,,,
44,2006,9,,,1,20,,,
44,2006,10,,,1,23,,,
44,2006,11,,,1,23,,,
44,2006,12,,,1,15,,,
45,2006,1,1,,0,44,30,,
45,2006,2,1,,0,41,31,,
45,2006,3,1,,0,34,20,,
45,2006,4,1,,0,58,52,,
45,2006,5,1,,0,41,14,,
45,2006,6,1,,0,44,28,,
45,2006,7,1,,0,52,31,,
45,2006,8,1,,0,36,9,,
45,2006,9,1,,0,44,26,,
45,2006,10,1,,0,62,34,,
45,2006,11,1,,0,38,12,,
45,2006,12,1,,0,52,34,,
45,2006,13,1,,0,54,5,,
45,2006,14,1,,0,38,16,,
45,2006,15,1,,0,53,10,,
45,2006,16,1,,0,51,14,,
45,2006,17,1,,0,48,14,,
45,2006,18,1,,0,46,3,,
45,2006,19,1,,0,54,3,,
45,2006,20,1,,0,40,12,,
45,2006,21,1,,0,62,38,,
45,2006,22,1,,0,55,23,,
45,2006,23,1,,0,46,6,,
45,2006,24,1,,0,44,34,,
45,2006,25,1,,0,50,28,,
45,2006,26,1,,0,42,22,,
45,2006,27,0,,0,24,14,,
45,2006,28,0,,0,28,23,,
45,2006,29,0,,0,45,15,,
46,2006,1,1,,0,36,27,,
46,2006,2,1,,0,31,31,,
46,2006,3,1,,0,37,37,,
46,2006,4,1,,0,105,50,,
47,2006,1,1,,0,76,35,,
48,2006,1,1,,0,49,3,,
48,2006,2,0,,0,18,7,,
48,2006,3,0,,0,10,5,,
49,2006,1,1,,0,78,50,,
49,2006,2,1,,0,24,13,,
49,2006,3,1,,0,58,33,,
49,2006,4,1,,0,66,38,,
49,2006,5,1,,0,65,28,,
49,2006,6,,,1,18,,,
49,2006,7,,,1,31,,,
49,2006,8,,,1,22,,,
50,2006,1,1,,0,54,38,,
50,2006,2,1,,0,30,30,,
50,2006,3,1,,0,30,17,,
51,2006,1,1,,0,86,42,,
51,2006,2,1,,0,94,49,,
51,2006,3,1,,0,80,35,,
51,2006,4,1,,0,102,68,,
51,2006,5,1,,0,94,51,,
51,2006,6,1,,0,84,46,,
51,2006,7,0,,0,94,58,,
51,2006,8,,,1,62,,,
52,2006,1,1,,0,29,13,,
52,2006,2,1,,0,61,22,,
52,2006,3,1,,0,78,33,,
52,2006,4,1,,0,111,83,,
52,2006,5,1,,0,44,4,,
52,2006,6,1,,0,82,40,,
52,2006,7,1,,0,36,21,,
52,2006,8,1,,0,88,41,,
52,2006,9,1,,0,98,47,,
52,2006,10,1,,0,48,21,,
52,2006,11,1,,0,149,95,,
52,2006,12,1,,0,76,29,,
52,2006,13,1,,0,112,68,,
52,2006,14,1,,0,126,83,,
52,2006,15,1,,0,89,38,,
52,2006,16,1,,0,147,88,,
52,2006,17,1,,0,130,86,,
52,2006,18,1,,0,59,4,,
52,2006,19,1,,0,80,39,,
52,2006,20,1,,0,98,53,,
52,2006,21,1,,0,101,52,,
52,2006,22,1,,0,147,78,,
52,2006,23,1,,0,62,22,,
52,2006,24,1,,0,59,10,,
52,2006,25,1,,0,74,20,,
52,2006,26,1,,0,105,45,,
52,2006,27,1,,0,105,49,,
52,2006,28,1,,0,81,29,,
52,2006,29,1,,0,113,45,,
52,2006,30,1,,0,86,40,,
52,2006,31,1,,0,126,55,,
52,2006,32,1,,0,46,15,,
52,2006,33,1,,0,116,22,,
52,2006,34,1,,0,53,17,,
52,2006,35,1,,0,83,3,,
52,2006,36,1,,0,75,20,,
52,2006,37,1,,0,136,74,,
52,2006,38,1,,0,137,73,,
52,2006,39,1,,0,64,12,,
52,2006,40,1,,0,55,27,,
52,2006,41,1,,0,72,38,,
52,2006,42,0,,0,96,66,,
52,2006,43,0,,0,107,56,,
52,2006,44,0,,0,45,19,,
52,2006,45,,,1,13,,,
53,2006,1,1,,0,86,45,,
53,2006,2,1,,0,99,52,,
53,2006,3,1,,0,60,12,,
53,2006,4,1,,0,90,48,,
53,2006,5,1,,0,42,20,,
54,2006,1,1,,0,68,41,,
54,2006,2,1,,0,39,20,,
54,2006,3,1,,0,32,19,,
54,2006,4,1,,0,40,22,,
54,2006,5,1,,0,55,39,,
54,2006,6,1,,0,50,30,,
54,2006,7,1,,0,45,17,,
54,2006,8,1,,0,35,19,,
54,2006,9,1,,0,55,40,,
54,2006,10,1,,0,82,59,,
54,2006,11,1,,0,65,35,,
54,2006,12,1,,0,75,33,,
54,2006,13,1,,0,40,17,,
54,2006,14,1,,0,46,17,,
54,2006,15,1,,0,50,34,,
54,2006,16,1,,0,40,31,,
54,2006,17,1,,0,51,11,,
54,2006,18,1,,0,68,34,,
54,2006,19,1,,0,50,30,,
54,2006,20,1,,0,56,27,,
54,2006,21,1,,0,65,46,,
54,2006,22,1,,0,55,26,,
54,2006,23,1,,0,58,26,,
54,2006,24,0,,0,51,35,,
54,2006,25,,,1,23,,,
54,2006,26,,,1,46,,,
54,2006,27,,,1,21,,,
54,2006,28,,,1,25,,,
54,2006,29,,,1,24,,,
54,2006,30,,,1,27,,,
54,2006,31,,,1,29,,,
54,2006,32,,,1,28,,,
54,2006,33,,,1,27,,,
54,2006,34,,,1,21,,,
54,2006,35,,,1,30,,,
54,2006,36,,,1,34,,,
55,2006,1,1,,0,25,12,,
55,2006,2,1,,0,23,12,,
55,2006,3,1,,0,28,10,,
55,2006,4,1,,0,40,20,,
55,2006,5,1,,0,50,19,,
55,2006,6,1,,0,48,19,,
55,2006,7,1,,0,40,14,,
55,2006,8,1,,0,35,17,,
55,2006,9,1,,0,32,12,,
55,2006,10,1,,0,40,13,,
55,2006,11,1,,0,25,11,,
55,2006,12,1,,0,24,9,,
55,2006,13,1,,0,30,12,,
55,2006,14,1,,0,23,9,,
55,2006,15,1,,0,25,11,,
55,2006,16,1,,0,26,11,,
55,2006,17,1,,0,24,10,,
55,2006,18,1,,0,28,12,,
55,2006,19,1,,0,27,14,,
55,2006,20,1,,0,31,14,,
55,2006,21,1,,0,36,8,,
55,2006,22,1,,0,45,29,,
55,2006,23,1,,0,41,19,,
55,2006,24,1,,0,40,20,,
55,2006,25,,,1,18,,,
55,2006,26,,,1,28,,,
55,2006,27,,,1,17,,,
56,2006,0,,,,,,,
57,2006,0,,,,,,,
58,2006,1,1,,0,60,28,,
58,2006,2,1,,0,48,24,,
58,2006,3,1,,0,50,16,,
58,2006,4,1,,0,58,14,,
58,2006,5,1,,0,44,20,,
58,2006,6,1,,0,50,18,,
58,2006,7,1,,0,42,18,,
58,2006,8,1,,0,36,18,,
58,2006,9,1,,0,38,14,,
58,2006,10,1,,0,44,13,,
58,2006,11,0,,0,40,12,,
58,2006,12,0,,0,32,14,,
58,2006,13,0,,0,36,12,,
58,2006,14,0,,0,40,20,,
58,2006,15,0,,0,44,30,,
58,2006,16,0,,0,48,18,,
58,2006,17,0,,0,40,18,,
58,2006,18,0,,0,38,22,,
58,2006,19,0,,0,52,13,,
58,2006,20,,,1,43,,,
59,2006,1,1,,0,95,60,,
59,2006,2,,,1,39,,,
60,2006,1,1,,0,32,32,,
60,2006,2,1,,0,46,26,,
60,2006,3,1,,0,72,18,,
60,2006,4,0,,0,40,12,,
60,2006,5,0,,0,26,8,,
60,2006,6,0,,0,60,8,,
60,2006,7,0,,0,32,6,,
60,2006,8,0,,0,34,18,,
60,2006,9,0,,0,46,10,,
60,2006,10,,,1,36,,,
60,2006,11,,,1,40,,,
60,2006,12,,,1,34,,,
61,2006,1,1,,0,48,28,,
61,2006,2,1,,0,57,42,,
61,2006,3,1,,0,94,63,,
61,2006,4,1,,0,62,28,,
61,2006,5,1,,0,86,51,,
61,2006,6,0,,0,50,38,,
62,2006,1,1,,0,46,30,,
62,2006,2,1,,0,38,31,,
62,2006,3,1,,0,39,26,,
62,2006,4,1,,0,59,29,,
62,2006,5,1,,0,45,6,,
62,2006,6,1,,0,52,4,,
62,2006,7,1,,0,50,2,,
62,2006,8,1,,0,68,42,,
62,2006,9,1,,0,33,22,,
62,2006,10,1,,0,11,9,,
62,2006,11,1,,0,49,27,,
62,2006,12,1,,0,40,35,,
62,2006,13,1,,0,53,11,,
62,2006,14,1,,0,46,25,,
63,2006,0,,,,,,,
64,2006,1,1,,0,114,41,,
64,2006,2,1,,0,77,14,,
64,2006,3,1,,0,96,46,,
64,2006,4,1,,0,200,64,,
64,2006,5,0,,0,45,13,,
64,2006,6,0,,0,34,18,,
64,2006,7,0,,0,60,,,
64,2006,8,0,,0,79,10,,
64,2006,9,,,1,26,,,
64,2006,10,,,1,32,,,
65,2006,1,,,1,32,,,
66,2006,1,1,,0,26,5,,
66,2006,2,1,,0,42,31,,
66,2006,3,1,,0,70,27,,
66,2006,4,1,,0,32,25,,
66,2006,5,1,,0,44,33,,
66,2006,6,1,,0,34,18,,
66,2006,7,,,1,24,,,
66,2006,8,,,1,39,,,
66,2006,9,,,1,40,,,
67,2006,1,1,,0,149,24,,
67,2006,2,1,,0,88,12,,
67,2006,3,1,,0,100,46,,
67,2006,4,1,,0,38,16,,
67,2006,5,1,,0,101,66,,
67,2006,6,1,,0,73,32,,
67,2006,7,1,,0,63,49,,
67,2006,8,1,,0,78,73,,
67,2006,9,1,,0,80,63,,
67,2006,10,,,1,15,,,
67,2006,11,,,1,19,,,
68,2006,1,1,,0,23,6,,
69,2006,1,1,,0,31,11,,
69,2006,2,1,,0,64,20,,
69,2006,3,1,,0,44,18,,
69,2006,4,1,,0,88,71,,
70,2006,1,1,,0,51,45,,
70,2006,2,1,,0,39,28,,
70,2006,3,1,,0,40,29,,
70,2006,4,1,,0,43,38,,
70,2006,5,1,,0,23,17,,
70,2006,6,1,,0,35,35,,
70,2006,7,1,,0,40,40,,
70,2006,8,1,,0,42,30,,
70,2006,9,1,,0,50,45,,
70,2006,10,,,1,38,,,
70,2006,11,,,1,29,,,
70,2006,12,,,1,29,,,
70,2006,13,,,1,39,,,
70,2006,14,,,1,30,,,
70,2006,15,,,1,26,,,
71,2006,0,,,,,,,
72,2006,1,1,,0,84,38,,
72,2006,2,1,,0,93,44,,
72,2006,3,1,,0,85,64,,
72,2006,4,1,,0,76,23,,
72,2006,5,1,,0,88,80,,
72,2006,6,1,,0,37,35,,
72,2006,7,1,,0,55,25,,
72,2006,8,1,,0,47,18,,
72,2006,9,1,,0,58,19,,
72,2006,10,1,,0,84,57,,
72,2006,11,1,,0,58,19,,
72,2006,12,1,,0,52,22,,
72,2006,13,1,,0,50,40,,
72,2006,14,1,,0,90,58,,
72,2006,15,1,,0,48,19,,
72,2006,16,1,,0,36,12,,
72,2006,17,1,,0,66,42,,
72,2006,18,1,,0,48,30,,
72,2006,19,1,,0,101,58,,
72,2006,20,1,,0,59,34,,
72,2006,21,1,,0,51,36,,
72,2006,22,1,,0,75,34,,
72,2006,23,1,,0,73,35,,
72,2006,24,1,,0,35,10,,
72,2006,25,1,,0,99,62,,
72,2006,26,1,,0,97,54,,
72,2006,27,1,,0,88,64,,
72,2006,28,1,,0,56,19,,
72,2006,29,1,,0,84,52,,
72,2006,30,1,,0,90,36,,
72,2006,31,1,,0,72,28,,
72,2006,32,1,,0,76,44,,
72,2006,33,0,,0,52,46,,
72,2006,34,0,,0,52,17,,
72,2006,35,,,1,59,,,
73,2006,1,,,1,19,,,
74,2006,1,1,,0,48,19,,
74,2006,2,1,,0,48,16,,
74,2006,3,1,,0,24,5,,
74,2006,4,1,,0,61,21,,
74,2006,5,1,,0,40,23,,
74,2006,6,1,,0,54,23,,
74,2006,7,1,,0,42,35,,
74,2006,8,1,,0,44,15,,
74,2006,9,1,,0,40,17,,
74,2006,10,1,,0,52,29,,
74,2006,11,1,,0,55,30,,
74,2006,12,1,,0,32,15,,
74,2006,13,1,,0,39,17,,
74,2006,14,1,,0,46,35,,
74,2006,15,1,,0,38,38,,
74,2006,16,1,,0,30,20,,
74,2006,17,1,,0,76,29,,
74,2006,18,1,,0,69,40,,
74,2006,19,1,,0,46,40,,
74,2006,20,1,,0,86,20,,
74,2006,21,1,,0,83,33,,
74,2006,22,1,,0,78,27,,
74,2006,23,1,,0,70,33,,
74,2006,24,1,,0,68,38,,
74,2006,25,1,,0,36,26,,
74,2006,26,1,,0,96,43,,
74,2006,27,1,,0,92,38,,
74,2006,28,1,,0,87,18,,
74,2006,29,1,,0,78,35,,
74,2006,30,1,,0,60,25,,
74,2006,31,1,,0,42,23,,
74,2006,32,1,,0,55,12,,
74,2006,33,1,,0,44,9,,
74,2006,34,1,,0,78,28,,
74,2006,35,1,,0,75,10,,
74,2006,36,0,,0,27,10,,
74,2006,37,0,,0,29,10,,
74,2006,38,0,,0,48,26,,
74,2006,39,0,,0,26,14,,
74,2006,40,0,,0,32,5,,
74,2006,41,0,,0,70,31,,
74,2006,42,0,,0,90,52,,
74,2006,43,0,,0,33,8,,
74,2006,44,0,,0,48,38,,
74,2006,45,,,1,20,,,
74,2006,46,,,1,14,,,
75,2006,1,1,,0,77,45,,
75,2006,2,1,,0,75,49,,
75,2006,3,1,,0,70,55,,
75,2006,4,1,,0,105,65,,
75,2006,5,1,,0,124,69,,
75,2006,6,1,,0,65,22,,
75,2006,7,,,1,47,,,
76,2006,1,1,,0,20,17,,
76,2006,2,1,,0,40,20,,
76,2006,3,1,,0,20,16,,
76,2006,4,1,,0,16,2,,
76,2006,5,1,,0,32,19,,
76,2006,6,1,,0,15,8,,
76,2006,7,1,,0,12,8,,
76,2006,8,1,,0,18,8,,
76,2006,9,1,,0,39,27,,
76,2006,10,1,,0,42,37,,
76,2006,11,1,,0,34,15,,
76,2006,12,1,,0,86,67,,
76,2006,13,1,,0,34,13,,
76,2006,14,1,,0,64,44,,
76,2006,15,1,,0,16,4,,
76,2006,16,1,,0,18,4,,
76,2006,17,1,,0,66,37,,
76,2006,18,1,,0,62,32,,
76,2006,19,0,,0,45,35,,
76,2006,20,0,,0,33,10,,
76,2006,21,,,1,23,,,
76,2006,22,,,1,12,,,
76,2006,23,,,1,9,,,
76,2006,24,,,1,29,,,
76,2006,25,,,1,22,,,
76,2006,26,,,1,24,,,
76,2006,27,,,1,38,,,
76,2006,28,,,1,19,,,
76,2006,29,,,1,20,,,
76,2006,30,,,1,20,,,
76,2006,31,,,1,16,,,
76,2006,32,,,1,34,,,
76,2006,33,,,1,24,,,
78,2006,1,1,,0,64,40,,
78,2006,2,1,,0,65,17,,
78,2006,3,1,,0,76,55,,
78,2006,4,1,,0,28,25,,
78,2006,5,1,,0,54,29,,
78,2006,6,1,,0,65,31,,
78,2006,7,0,,0,52,24,,
78,2006,8,0,,0,48,18,,
78,2006,9,,,1,25,,,
79,2006,0,,,,,,,
80,2006,1,1,,0,46,34,,
80,2006,2,1,,0,34,10,,
80,2006,3,1,,0,42,5,,
80,2006,4,1,,0,66,32,,
80,2006,5,1,,0,80,44,,
80,2006,6,0,,0,62,24,,
81,2006,1,1,,0,60,50,,
81,2006,2,1,,0,51,27,,
81,2006,3,1,,0,54,23,,
81,2006,4,1,,0,14,4,,
81,2006,5,1,,0,47,33,,
81,2006,6,1,,0,44,27,,
81,2006,7,1,,0,40,18,,
81,2006,8,1,,0,86,46,,
81,2006,9,1,,0,69,52,,
81,2006,10,1,,0,52,30,,
81,2006,11,1,,0,60,25,,
81,2006,12,1,,0,40,23,,
81,2006,13,0,,0,61,49,,
81,2006,14,0,,0,50,38,,
81,2006,15,0,,0,25,3,,
81,2006,16,0,,0,51,33,,
81,2006,17,0,,0,75,44,,
81,2006,18,0,,0,53,36,,
81,2006,19,,,1,21,,,
81,2006,20,,,1,22,,,
81,2006,21,,,1,49,,,
82,2006,1,1,,0,160,92,,
82,2006,2,1,,0,110,46,,
82,2006,3,1,,0,132,60,,
82,2006,4,1,,0,174,72,,
82,2006,5,1,,0,136,73,,
82,2006,6,1,,0,100,5,,
82,2006,7,1,,0,112,25,,
82,2006,8,1,,0,160,89,,
82,2006,9,1,,0,91,29,,
82,2006,10,1,,0,136,60,,
82,2006,11,1,,0,64,19,,
82,2006,12,1,,0,90,90,,
82,2006,13,,,1,77,,,
83,2006,1,1,,0,54,42,,
83,2006,2,0,,0,28,26,,
83,2006,3,,,1,26,,,
83,2006,4,,,1,32,,,
83,2006,5,,,1,33,,,
